tlx_group	rdc_significant_maxscore	rdc_significant_length	rdc_chrom	rdc_extended_start	rdc_extended_end	rdc_start	rdc_end	rdc_significant_orientation	rdc_significant_orientation_count	rdc_subset	rdc_gene	rdc_gene_strand	rdc_gene_overlap	rdc_name	rdc_length	rdc_extended_length	rdc_bootstrap_pvalue	rdc_bootstrap_fc	rdc_is_significant	rdc_group	rdc_peak_shape	rdc_is_biphasic	rdc_DRIP_peaks	rdc_forks	rdc_sizesize
APH-Inter	7.2022054007706915	173283	chr7	112640020	112934020	112685704	112909317	bidirectional	1+1-1*	DKFZ	Tead1	+	227485	RDC-chr7-112.8	223613	294000	1.5153579843354123e-16	6.0321765898200415	TRUE	2	Multiple	FALSE	6	NA	NA
APH-Inter	7.236985533429277	1148069	chr5	19370129	20742467	19469377	20678723	bidirectional	1+2-1*	DKFZ	Magi2	+	1334663	RDC-chr5-20.1	1209346	1372338	1.1033505862870112e-88	6.634877162768189	TRUE	1	Twin	FALSE	0	NA	332000
APH-Inter	7.2556027166308485	14266	chr10	99195344	99315117	99219536	99290920	telomeric	1+0-1*	Wei+DKFZ	NA	NA	NA	RDC-chr10-99.3	71384	119773	6.418594908384182e-6	2.9120559114735003	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.287130863118288	766372	chr18	71284910	72373788	71322482	72225726	bidirectional	1+1-1*	Wei+DKFZ	Dcc	-	1066330	RDC-chr18-71.8	903244	1088878	3.7979350476938853e-50	3.5654588621633767	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	7.3267419667645415	782208	chr1	178495135	179541047	178533757	179463876	bidirectional	1+1-1*	DKFZ	Smyd3	-	563022	RDC-chr1-179.0	930119	1045912	2.928462580218868e-53	4.493043740614432	TRUE	2	Twin	FALSE	0	NA	NA
APH-Inter	7.357488387325508	214609	chr17	29975150	30311150	30002429	30275564	centromeric	0+1-1*	Wei+DKFZ	Btbd9	-	95626	RDC-chr17-30.1	273135	336000	3.5831223072533606e-21	5.251143887851756	TRUE	2	Single	FALSE	3	NA	663920
APH-Inter	7.365968899749133	233372	chr6	93646182	94266672	93669815	94187435	bidirectional	1+1-1*	Wei+DKFZ	Magi1	-	591219	RDC-chr6-93.9	517620	620490	2.330035725719691e-19	3.316117929933067	TRUE	1	Single	FALSE	1	NA	661752
APH-Inter	7.371271027298944	707065	chr18	71290327	72356016	71326871	72264576	bidirectional	1+1-1*	DKFZ	Dcc	-	1060913	RDC-chr18-71.8	937705	1065689	2.938287479679165e-44	3.7233908706372505	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	7.372410090556896	550177	chr16	66725564	67514106	66865590	67469651	bidirectional	1+1-1*	DKFZ	Cadm2	-	788542	RDC-chr16-67.2	604061	788542	3.032900481450418e-45	5.168859169299546	TRUE	1	Twin	FALSE	0	NA	564081
APH-Inter	7.42495613235597	527734	chr1	25065561	25813585	25080431	25736058	bidirectional	1+1-1*	Wei+DKFZ	Adgrb3	-	746109	RDC-chr1-25.4	655627	748024	5.528589832432617e-26	3.306935347911633	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	7.433800637013865	379384	chr7	115434970	116098970	115460656	115893569	bidirectional	2+1-1*	Wei+DKFZ	Sox6	-	570266	RDC-chr7-115.7	432913	664000	1.868287333010516e-21	4.243930940183198	TRUE	1	Single	FALSE	2	NA	NA
APH-Inter	7.457584366806172	846417	chr2	161537937	162709092	161569553	162656279	bidirectional	1+1-1*	DKFZ	Ptprt	-	1123210	RDC-chr2-162.1	1086726	1171155	1.4905974673284032e-58	4.4624804815981385	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	7.51522962836938	918466	chr8	118206393	119462182	118216969	119429453	bidirectional	1+1-2*	Wei	Cdh13	+	1118536	RDC-chr8-118.8	1212484	1255789	8.578464699206132e-36	3.644782688428388	TRUE	1	Multiple	TRUE	2	NA	593995
APH-Inter	7.5623240127774345	171803	chr9	13484213	13822212	13510889	13725201	telomeric	1+0-1*	Wei	Maml2	+	225320	RDC-chr9-13.6	214312	337999	1.9730588211987491e-10	4.351075380366578	TRUE	2	Single	FALSE	4	NA	316000
APH-Inter	7.594577376578485	42665	chr10	90816195	90960195	90838752	90930829	telomeric	1+0-1*	Wei	Anks1b	+	144000	RDC-chr10-90.9	92077	144000	2.2764165093834312e-5	3.4261715296198054	FALSE	1	Largely overlap	FALSE	0	NA	NA
APH-Inter	7.594577376578485	59238	chr10	84744169	85018780	84839692	84906479	telomeric	1+0-1*	Wei	Rfx4	+	150490	RDC-chr10-84.9	66787	274611	3.95372504011811e-5	3.243001014174862	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.594577376578485	73363	chr1	135466395	135743231	135490269	135712047	centromeric	0+1-1*	Wei	Nav1	-	221721	RDC-chr1-135.6	221778	276836	2.7348297470086402e-6	2.6619343389529724	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.607923369873158	121085	chr6	93657201	93889201	93684225	93858016	centromeric	0+1-1*	DKFZ	Magi1	-	213748	RDC-chr6-93.8	173791	232000	1.6130142416065305e-12	5.420206463596209	TRUE	1	Single	FALSE	1	NA	661752
APH-Inter	7.608325752575478	487956	chr13	109259251	109971177	109462544	109945222	telomeric	1+0-1*	DKFZ	Pde4d	+	696718	RDC-chr13-109.7	482678	711926	1.0847875008319925e-23	3.7380570965500612	TRUE	1	Largely overlap	FALSE	0	NA	NA
APH-Inter	7.621379992707946	194163	chr15	76992088	77378785	77051460	77362635	bidirectional	2+1-2*	Wei	Rbfox2	-	228098	RDC-chr15-77.2	311175	386697	2.875910217899644e-10	3.5207180717297946	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	7.673210561250554	113416	chr16	91833373	92151373	91931847	92125087	bidirectional	1+1-1*	Wei	Itsn1	+	87218	RDC-chr16-92.0	193240	318000	4.875409038227094e-10	3.1545741324921135	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	7.781681674572621	11839	chr13	83646169	83790858	83699772	83761685	telomeric	1+0-1*	DKFZ	Mef2c	+	20910	RDC-chr13-83.7	61913	144689	4.233409492505969e-6	3.856815716524045	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.796392998579366	397061	chr13	109444993	109970120	109482428	109945222	bidirectional	1+1-1*	Wei+DKFZ	Pde4d	+	510976	RDC-chr13-109.7	462794	525127	1.4616322064634153e-17	3.5707817067282677	TRUE	1	Largely overlap	FALSE	0	NA	NA
APH-Inter	7.803081185977757	32170	chr6	31023816	31235816	31051000	31119266	centromeric	0+1-1*	Wei	Lncpint	-	124911	RDC-chr6-31.1	68266	212000	3.11961884357496e-5	2.7432088853204872	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.814751714018602	89173	chr15	77025018	77288656	77049541	77178361	centromeric	0+1-1*	Wei+DKFZ	Rbfox2	-	209666	RDC-chr15-77.1	128820	263638	1.0429695081157661e-10	3.181845323481274	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.827282686696739	595560	chr10	8685052	9565663	8718226	9417202	bidirectional	1+1-2*	Wei+DKFZ	Samd5	-	303202	RDC-chr10-9.1	698976	880611	6.969713768212748e-35	3.4554403693060736	TRUE	2	Single; Largely overlap	FALSE	1	NA	NA
APH-Inter	7.827922909629111	118812	chr2	124452780	124702780	124513389	124679310	bidirectional	1+1-1*	Wei	Sema6d	+	215009	RDC-chr2-124.6	165921	250000	4.783419868400788e-9	5.596260143707295	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	7.887776439141986	828942	chr1	68043571	69108532	68061708	69063885	bidirectional	1+2-1*	Wei+DKFZ	Erbb4	-	1064961	RDC-chr1-68.6	1002177	1064961	7.91310177558112e-42	3.572639984783666	TRUE	1	Twin	TRUE	0	NA	NA
APH-Inter	7.92885714998952	83367	chr1	90966808	91167214	90992328	91135714	bidirectional	1+1-1*	Wei	Lrrfip1	+	130516	RDC-chr1-91.1	143386	200406	8.845490931493777e-7	3.1154766725130445	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	7.989005677957237	219418	chr17	29975150	30305150	30002547	30275564	centromeric	0+1-1*	DKFZ	Btbd9	-	89626	RDC-chr17-30.1	273017	330000	1.0224799260372713e-22	5.8900879509708846	TRUE	2	Single	FALSE	3	NA	663920
APH-Inter	8.001997470298692	736093	chr6	63457164	64388096	63512640	64272714	bidirectional	1+1-1*	DKFZ	Grid2	+	930932	RDC-chr6-63.9	760074	930932	2.7130332381822288e-58	6.958372954235283	TRUE	1	Twin	FALSE	0	NA	1427110
APH-Inter	8.03679080891068	220332	chr13	102701867	103225253	102726243	103173721	bidirectional	1+1-1*	Wei+DKFZ	Mast4	-	492767	RDC-chr13-102.9	447478	523386	1.0093126531804324e-14	3.3817386114979113	TRUE	2	Single	FALSE	0	NA	NA
APH-Inter	8.046335373680254	732270	chr15	30138472	31043090	30153619	31012223	bidirectional	1+2-1*	Wei+DKFZ	Ctnnd2	+	856751	RDC-chr15-30.6	858604	904618	4.549084996823395e-43	3.9619669878410204	TRUE	2	Multiple	FALSE	0	NA	NA
APH-Inter	8.196407304133068	240312	chr13	102699726	103213236	102722486	103163209	bidirectional	1+1-1*	DKFZ	Mast4	-	480750	RDC-chr13-102.9	440723	513510	6.722439557407071e-19	3.838897907252227	TRUE	2	Single	FALSE	0	NA	NA
APH-Inter	8.307971040573497	26299	chr11	3136001	3382001	3162395	3223996	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr11-3.2	61601	246000	9.34319506373066e-10	3.5832718791541556	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	8.326817830482899	1056817	chr16	5860828	7238374	5897080	7183609	bidirectional	1+1-1*	DKFZ	Rbfox1	+	1353581	RDC-chr16-6.5	1286529	1377546	1.573038177143166e-82	5.430490016293693	TRUE	1	Twin	FALSE	0	NA	374000
APH-Inter	8.344710143909344	924547	chr14	116926854	117994524	116958106	117969686	bidirectional	1+1-1*	Wei+DKFZ	Gpc6	+	1052675	RDC-chr14-117.5	1011580	1067670	3.5542509138264567e-65	5.644437914234809	TRUE	1	Multiple	FALSE	0	NA	NA
APH-Inter	8.435410082273876	1057510	chr1	61634597	62842425	61697452	62817201	bidirectional	1+1-1*	Wei+DKFZ	Pard3b	+	1003617	RDC-chr1-62.3	1119749	1207828	9.190150289927575e-79	4.6946107784431135	TRUE	2	Twin	FALSE	0	NA	NA
APH-Inter	8.440018648319516	24690	chr10	99191208	99319117	99217112	99291888	telomeric	1+0-1*	DKFZ	NA	NA	NA	RDC-chr10-99.3	74776	127909	1.0850657335807878e-7	3.7173352962826645	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	8.563014979056472	246514	chr5	141390579	141896974	141526371	141864241	bidirectional	1+1-1*	Wei	Sdk1	+	506395	RDC-chr5-141.7	337870	506395	1.3454913036396342e-13	3.385717913269193	TRUE	1	Multiple	TRUE	0	NA	NA
APH-Inter	8.566462956841074	83781	chrX	74154775	74339213	74174339	74310411	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chrX-74.2	136072	184438	3.910103599342549e-9	5.883391186680003	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	8.645730867216281	1708143	chr16	39938733	42218791	40016890	42183898	bidirectional	4+2-2*	Wei	Lsamp	+	648900	RDC-chr16-41.1	2167008	2280058	1.984699941919865e-92	4.405806467649325	TRUE	1	Largely overlap	FALSE	0	NA	NA
APH-Inter	8.647027864765892	672611	chr10	8677597	9560591	8702595	9509015	bidirectional	2+1-2*	DKFZ	Samd5	-	298130	RDC-chr10-9.1	806420	882994	4.0693850356422754e-38	4.055910725486588	TRUE	2	Single; Largely overlap	FALSE	1	NA	NA
APH-Inter	8.735344438582597	473070	chr1	25063969	25816203	25143064	25732320	bidirectional	1+1-1*	DKFZ	Adgrb3	-	748727	RDC-chr1-25.4	589256	752234	1.5895227239088376e-30	3.607840680348015	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	8.735344438582597	836794	chr1	68045774	69106532	68061708	69068457	bidirectional	1+1-2*	DKFZ	Erbb4	-	1060758	RDC-chr1-68.6	1006749	1060758	1.0335909372022205e-52	4.230010892132252	TRUE	1	Twin	TRUE	0	NA	NA
APH-Inter	8.82608070631732	18734	chr9	41515562	41646286	41544824	41618398	telomeric	1+0-1*	Wei+DKFZ	3110039I08Rik	+	99623	RDC-chr9-41.6	73574	130724	3.432428811013151e-9	4.081192310297735	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	8.841228748330517	89690	chrX	74154775	74333214	74174339	74317020	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chrX-74.2	142681	178439	6.774647428844577e-10	6.9395158110559105	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	8.854243364700636	921207	chr14	116922854	117998524	116958106	117970943	bidirectional	1+1-1*	DKFZ	Gpc6	+	1054872	RDC-chr14-117.5	1012837	1075670	3.987855421320996e-85	6.827310260710337	TRUE	1	Multiple	FALSE	0	NA	NA
APH-Inter	8.868410341938624	205593	chr18	69343330	69724299	69370396	69701944	bidirectional	1+1-1*	DKFZ	Tcf4	+	343479	RDC-chr18-69.5	331548	380969	2.2006618570725983e-17	3.9268788083953963	TRUE	1	Twin	FALSE	3	NA	NA
APH-Inter	8.936204761529568	708119	chr10	31796278	32751745	31924573	32685227	bidirectional	1+1-1*	Wei+DKFZ	Nkain2	-	955467	RDC-chr10-32.3	760654	955467	3.512936728218661e-48	3.8805233688629817	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	9.153018430717324	119335	chr1	131220666	131552666	131328153	131518571	telomeric	1+0-1*	Wei	Srgap2	-	242110	RDC-chr1-131.4	190418	332000	9.305804894588092e-11	3.532884866669893	TRUE	NA	NA	NA	NA	NA	NA
APH-Inter	9.263499497133095	21937	chr7	144874728	145072728	144905369	144966694	centromeric	0+1-1*	Wei	NA	NA	NA	RDC-chr7-144.9	61325	198000	1.8493917872647197e-8	4.637233117573181	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	9.35465269144298	18966	chr13	83666106	83799308	83699643	83772468	bidirectional	1+1-1*	Wei+DKFZ	Mef2c	+	973	RDC-chr13-83.7	72825	133202	1.793319904310109e-8	4.074186682882335	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	9.35489876728607	11680	chr11	3134001	3390001	3162150	3223996	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr11-3.2	61846	256000	7.959304340530426e-8	2.8716233236269106	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	9.419324954548692	91660	chr19	5690645	5948491	5728024	5864531	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr19-5.8	136507	257846	2.392912151263843e-12	3.8683486189782887	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	9.45127020247248	742352	chr10	31770018	32819745	31890503	32685227	bidirectional	1+1-1*	DKFZ	Nkain2	-	1049727	RDC-chr10-32.3	794724	1049727	6.087755418909161e-61	4.613886361096476	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	9.694130646511711	236843	chr8	48191522	48627522	48211599	48507554	centromeric	0+1-1*	Wei+DKFZ	Tenm3	-	401857	RDC-chr8-48.4	295955	436000	9.077542824403056e-27	4.712024323284186	TRUE	1	Single	FALSE	1	NA	1099904
APH-Inter	9.75028213982363	594800	chr14	38483124	39372738	38598865	39232187	bidirectional	1+1-1*	DKFZ	Nrg3	-	889614	RDC-chr14-38.9	633322	889614	3.436109571133161e-74	7.58885083208017	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	9.799186507386318	54267	chr18	38524717	38726092	38558088	38661828	bidirectional	1+1-1*	Wei+DKFZ	Arhgap26	+	108446	RDC-chr18-38.6	103740	201375	2.7926387227318014e-11	3.3087760113739177	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	9.838099749262001	579950	chr14	38481124	39371435	38599894	39230288	bidirectional	1+1-1*	Wei+DKFZ	Nrg3	-	890311	RDC-chr14-38.9	630394	890311	1.1267032620850679e-61	6.0375293105097185	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	9.84932912853241	741603	chr12	53225438	54132143	53245717	54092473	bidirectional	1+1-1*	Wei	Npas3	+	824172	RDC-chr12-53.7	846756	906705	1.105001092813993e-46	5.141388174807198	TRUE	1	Twin	TRUE	0	NA	438000
APH-Inter	9.912929347662915	1080095	chr1	61636597	62853043	61692137	62830459	bidirectional	1+1-1*	DKFZ	Pard3b	+	1003617	RDC-chr1-62.3	1138322	1216446	9.733005742224912e-99	5.631575302616195	TRUE	2	Twin	FALSE	0	NA	NA
APH-Inter	10.140808240556506	1012431	chrX	86923225	88095468	86953930	88024037	bidirectional	1+1-1*	Wei+DKFZ	Il1rapl1	-	1172243	RDC-chrX-87.5	1070107	1172243	3.764501026986689e-74	7.621491387478613	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	10.16319674436063	70700	chr8	110574227	110886227	110697572	110764694	bidirectional	1+1-1*	Wei	Hydin	+	36026	RDC-chr8-110.7	67122	312000	2.1436453188198216e-12	3.390836264993854	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	10.242352641434364	666453	chr15	30204676	31025363	30343521	31001756	bidirectional	1+1-1*	DKFZ	Ctnnd2	+	820687	RDC-chr15-30.7	658235	820687	1.213191874986703e-53	5.189952252439277	TRUE	2	Multiple	FALSE	0	NA	NA
APH-Inter	10.277544337495597	223315	chr4	97775274	98178993	97791797	98130116	bidirectional	1+2-1*	Wei	Nfia	+	343602	RDC-chr4-98.0	338319	403719	1.4593237187589796e-11	3.573797067275809	TRUE	1	Single	FALSE	2	NA	NA
APH-Inter	10.283548882778652	258988	chr18	69345330	69731786	69370396	69707331	bidirectional	1+2-1*	Wei+DKFZ	Tcf4	+	342637	RDC-chr18-69.5	336935	386456	1.7176901640179033e-27	4.293971598726384	TRUE	1	Twin	FALSE	3	NA	NA
APH-Inter	10.341445940644581	241286	chr8	48190330	48630330	48211173	48507627	centromeric	0+1-1*	DKFZ	Tenm3	-	404665	RDC-chr8-48.4	296454	440000	2.14617435045247e-33	5.486187099965525	TRUE	1	Single	FALSE	1	NA	1099904
APH-Inter	10.525700819223092	401602	chr7	96358336	97032157	96497891	96925956	bidirectional	1+1-1*	Wei+DKFZ	Tenm4	+	552757	RDC-chr7-96.7	428065	673821	7.015361145339403e-27	4.852056734004097	TRUE	1	Single	FALSE	0	NA	NA
APH-Inter	10.627198618522225	35361	chr9	41456147	41654130	41529395	41619289	telomeric	1+0-1*	DKFZ	3110039I08Rik	+	159038	RDC-chr9-41.6	89894	197983	3.678121937783561e-12	4.506514367303231	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	10.662941199656201	321707	chrX	169526442	170044932	169652073	170019583	bidirectional	1+1-1*	Wei+DKFZ	Mid1	+	305599	RDC-chrX-169.8	367510	518490	2.7580083855948546e-29	7.025157367821772	TRUE	1	Single	FALSE	6	NA	NA
APH-Inter	10.874285021479585	122822	chr11	108727852	109080220	108851997	109037122	bidirectional	1+1-1*	Wei+DKFZ	Cep112	+	132763	RDC-chr11-108.9	185125	352368	1.8118203638236714e-19	4.149332603067895	TRUE	2	Largely overlap	FALSE	8	NA	NA
APH-Inter	11.231721996744545	316899	chrX	169528154	170046062	169652073	170019583	bidirectional	1+1-1*	DKFZ	Mid1	+	305599	RDC-chrX-169.8	367510	517908	6.644677633476868e-35	8.784600418595053	TRUE	1	Single	FALSE	6	NA	NA
APH-Inter	11.405750616926424	1029262	chrX	86925225	88093605	86955051	88055823	bidirectional	1+1-1*	DKFZ	Il1rapl1	-	1168380	RDC-chrX-87.5	1100772	1168380	4.555914405807384e-76	9.518883348222596	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	11.431044733075977	13949	chr11	3130001	3362001	3161983	3223404	telomeric	1+0-1*	Wei	NA	NA	NA	RDC-chr11-3.2	61421	232000	2.0570540377028688e-5	3.0936805130353524	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	11.61580687462279	973731	chr8	118243134	119414292	118276364	119304367	bidirectional	1+1-1*	Wei+DKFZ	Cdh13	+	1081795	RDC-chr8-118.8	1028003	1171158	1.2279661946692166e-71	4.951792484533338	TRUE	1	Multiple	TRUE	2	NA	593995
APH-Inter	11.858605929414859	488039	chrX	120232070	120907394	120343064	120800550	bidirectional	1+1-1*	Wei+DKFZ	Pcdh11x	+	617076	RDC-chrX-120.6	457486	675324	4.429451147581259e-45	8.441302439054452	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	12.026665616472265	610483	chr6	76973595	77892466	77106018	77789319	bidirectional	1+1-1*	Wei+DKFZ	Ctnna2	-	918871	RDC-chr6-77.4	683301	918871	2.944445395387609e-72	6.196868821545708	TRUE	1	Twin	FALSE	0	NA	1180000
APH-Inter	12.140551472789276	550898	chr7	96185573	97123914	96243975	96991987	bidirectional	1+2-1*	DKFZ	Tenm4	+	725520	RDC-chr7-96.6	748012	938341	7.843538377775237e-41	5.154247523058386	TRUE	1	Single	FALSE	0	NA	NA
APH-Inter	12.1541340526195	149109	chr11	86462511	86767567	86482053	86680892	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr11-86.6	198839	305056	1.6163754974012535e-16	3.8598663487541467	TRUE	2	Single	FALSE	6	NA	NA
APH-Inter	12.364209255516103	953355	chr8	118255599	119377251	118291289	119304367	bidirectional	1+1-1*	DKFZ	Cdh13	+	1069330	RDC-chr8-118.8	1013078	1121652	1.3732997044358334e-80	5.408898382712879	TRUE	1	Multiple	TRUE	2	NA	593995
APH-Inter	12.529462774914533	304693	chr3	88040068	88776702	88128197	88746481	bidirectional	2+2-3*	Wei+DKFZ	NA	NA	NA	RDC-chr3-88.4	618284	736634	5.063904807756047e-37	3.8911779699462627	TRUE	3	Multiple; Largely overlap	FALSE	43	NA	NA
APH-Inter	12.89297338341358	146363	chr11	108716026	109080222	108841047	109038277	bidirectional	1+1-1*	DKFZ	Cep112	+	144589	RDC-chr11-108.9	197230	364196	5.8033682243509e-25	5.097162361706943	TRUE	2	Largely overlap	FALSE	8	NA	NA
APH-Inter	13.086736749436398	471339	chrX	120225146	120908945	120343064	120879014	bidirectional	1+1-1*	DKFZ	Pcdh11x	+	618627	RDC-chrX-120.6	535950	683799	9.707750302381107e-57	10.88629108196872	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	13.30961259954201	879814	chr19	30555797	31709284	30639317	31656029	bidirectional	1+1-1*	Wei+DKFZ	Prkg1	-	1144797	RDC-chr19-31.1	1016712	1153487	2.8504744037791685e-85	5.534231398452389	TRUE	1	Twin	FALSE	3	NA	NA
APH-Inter	13.423781323011719	160093	chr11	86461699	86769699	86482537	86684439	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr11-86.6	201902	308000	1.1073005273292402e-18	4.291613837234102	TRUE	2	Single	FALSE	6	NA	NA
APH-Inter	13.535998945683497	80723	chr3	159801686	159962936	159824319	159957727	bidirectional	1+1-1*	Wei+DKFZ	NA	NA	NA	RDC-chr3-159.9	133408	161250	1.290017250586665e-21	6.045259603978465	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	13.939543524618625	243502	chr18	69360479	69733775	69395735	69709124	bidirectional	1+1-1*	Wei	Tcf4	+	327488	RDC-chr18-69.6	313389	373296	3.807982870321185e-18	5.423739171619332	TRUE	1	Twin	FALSE	3	NA	NA
APH-Inter	13.969372266906298	826714	chr3	24000601	24958624	24039438	24922151	bidirectional	1+1-1*	Wei+DKFZ	Naaladl2	-	958023	RDC-chr3-24.5	882713	958023	7.4981688415554055e-106	6.358253375521658	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	13.983123398139332	111271	chr6	36697465	36919947	36718522	36879992	bidirectional	1+1-1*	DKFZ	Dgki	-	82566	RDC-chr6-36.8	161470	222482	3.2532353894633776e-22	8.526655976211062	TRUE	2	Snigle; Largely overlap	FALSE	6	NA	NA
APH-Inter	14.586176346622423	629525	chr6	77087514	77893107	77119196	77789319	bidirectional	1+1-1*	DKFZ	Ctnna2	-	805593	RDC-chr6-77.5	670123	805593	1.2085805069695061e-82	9.524283840733863	TRUE	1	Twin	FALSE	0	NA	1180000
APH-Inter	14.941193526825515	91317	chr3	159791629	159962474	159816821	159958475	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr3-159.9	141654	170845	6.098143230283519e-32	7.845317519149988	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	15.1026719745896	967223	chr19	30537534	31713626	30592697	31665535	bidirectional	1+1-1*	DKFZ	Prkg1	-	1149139	RDC-chr19-31.1	1072838	1176092	5.788974878733788e-106	7.002075969547305	TRUE	1	Twin	FALSE	3	NA	NA
APH-Inter	15.643896109823645	131578	chr6	36687742	36941742	36701392	36882883	bidirectional	1+1-1*	Wei+DKFZ	Dgki	-	104361	RDC-chr6-36.8	181491	254000	2.8765325587066856e-31	6.793421895718756	TRUE	2	Snigle; Largely overlap	FALSE	6	NA	NA
APH-Inter	15.824116802989037	880736	chr3	24002601	25127052	24039438	25093401	bidirectional	2+1-1*	DKFZ	Naaladl2	-	1124451	RDC-chr3-24.6	1053963	1124451	1.484894014428274e-121	7.297213984289465	TRUE	1	Twin	FALSE	0	NA	NA
APH-Inter	16.445601928706285	41534	chr13	83672106	83813164	83700265	83791876	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr13-83.7	91611	141058	1.5120083978543276e-10	5.699954400364797	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	16.505090644829426	11302	chr2	181862246	181984246	181892628	181954045	bidirectional	1+1-1*	Wei	NA	NA	NA	RDC-chr2-181.9	61417	122000	5.569978685357178e-11	9.808895653644509	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	16.528115379746968	137962	chr17	10111590	10358623	10139880	10331273	bidirectional	1+1-1*	Wei	Qk	-	112890	RDC-chr17-10.2	191393	247033	2.7281310540097e-16	9.48214849112754	TRUE	2	Single	FALSE	7	NA	NA
APH-Inter	16.70378955520318	54344	chr18	38528048	38736048	38555784	38661828	bidirectional	1+1-1*	Wei	Arhgap26	+	118402	RDC-chr18-38.6	106044	208000	2.9858655991397123e-12	5.338558840339407	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	17.18957019912026	1176314	chr5	131104897	132589083	131173828	132524909	bidirectional	1+2-1*	Wei+DKFZ	Auts2	-	1104661	RDC-chr5-131.8	1351081	1484186	4.848493943687117e-198	9.356856556070591	TRUE	1	Multiple	TRUE	3	NA	726884
APH-Inter	18.253487608515762	335432	chr5	124878305	125466400	124925446	125440620	bidirectional	1+1-2*	Wei	Ncor2	-	162066	RDC-chr5-125.2	515174	588095	3.525945034566608e-21	4.532491342432268	TRUE	2	Twin; Largely overlap	FALSE	7	NA	NA
APH-Inter	18.687262588146595	29606	chr9	2958001	3086001	2977503	3057424	bidirectional	1+1-1*	DKFZ	NA	NA	NA	RDC-chr9-3.0	79921	128000	8.06544491088504e-21	8.780422554024465	FALSE	NA	NA	NA	NA	NA	NA
APH-Inter	18.993305740324825	1139767	chr5	131278644	132559083	131326080	132524378	bidirectional	1+1-1*	DKFZ	Auts2	-	1104661	RDC-chr5-131.9	1198298	1280439	1.1721371851080668e-208	12.696851180907135	TRUE	1	Multiple	TRUE	3	NA	726884
APH-Inter	19.301408403925905	534568	chr7	115407865	116157865	115429463	116064209	bidirectional	3+1-1*	Wei	Sox6	-	570266	RDC-chr7-115.7	634746	750000	1.2541698944911995e-48	6.857016451818708	TRUE	1	Single	FALSE	2	NA	NA
